Name,Current price,Change(%),Open,High,Low,Volume
SNAP ONE HOLDINGS,8.22,4.05,8.04,8.46,7.98,12966
FINTECH ECOSYSTEM DEVELOPMENT,0.1086,19.5,0.1086,0.1086,0.1086,12876
LENSAR INC.,3.74,5.35,3.51,3.74,3.35,12745
DIAMOND HILL INVESTMENT GROUP,158.59,10.59,159.0,161.72,157.6,12719
TOP SHIPS INC.,13.66,10.65,13.95,13.97,13.61,12712
GULF ISLAND FABRICATION INC.,4.58,1.78,4.52,4.58,4.49,12695
PROMIS NEUROSCIENCES INC.,2.08,4.0,2.02,2.08,1.88,12611
SECUREWORKS CORP.,7.11,3.19,6.89,7.14,6.81,12599
NOCERA INC.,0.97,17.62,1.05,1.05,0.97,12547
VERSABANK,11.18,10.89,11.34,11.34,11.18,12516
WEYCO GROUP INC.,32.46,1.09,32.12,32.48,31.93,12408
IX ACQUISITION,11.12,0.0,11.12,11.12,11.12,12360
EDOC ACQUISITION,0.11,0.0,0.1101,0.1101,0.11,12337
ARMADA ACQUISITION,10.89,0.0,9.81,10.89,8.87,12310
CONTEXT THERAPEUTICS INC.,1.03,0.98,0.97,1.04,0.97,12302
COCA-COLA CONSOLIDATED INC.,898.89,4.35,864.38,899.19,864.38,12222
ADVANCED HEALTH INTELLIGENCE,1.5,0.0,1.54,1.54,1.45,12201
BANKWELL FINANCIAL GROUP INC.,27.71,10.14,28.03,28.03,26.88,12165
BURKE & HERBERT FINANCIAL SERVICES,59.45,1.8,59.4,59.45,55.73,12153
SHIFTPIXY INC.,5.4,1.69,5.32,5.43,5.23,12127
AIMFINITY INVESTMENT,11.06,0.0,11.06,11.06,11.06,12103
DIME COMMUNITY BANCSHARES,18.0,11.91,18.35,18.74,17.15,12102
NEW YORK MORTGAGE TRUST,22.89,10.74,23.08,23.14,22.82,12082
SOUTH PLAINS FINANCIAL INC.,27.06,10.07,27.22,27.49,26.05,12081
PENNS WOODS BANCORP INC.,20.66,14.17,20.81,20.88,20.33,12040
EBANG INTERNATIONAL HLD.,8.9,11.11,9.19,9.6,8.8,12037
GLADSTONE INVESTMENT,22.56,1.39,22.61,22.62,22.3,11976
UNITY BANCORP INC.,27.58,0.69,27.5,27.82,27.2,11939
ECARX HOLDINGS INC.,2.6,1.17,2.58,2.6,2.51,11937
AQUABOUNTY TECHNOLOGIES INC.,2.49,11.58,2.64,2.64,2.45,11920
HINGHAM INSTITUTION FOR SAVINGS,179.15,13.09,186.1,187.76,174.38,11916
MANHATTAN BRIDGE CAPITAL INC,4.75,10.42,4.73,4.78,4.7,11909
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.1849,2.72,0.2,0.2,0.17,11900
RESERVOIR MEDIA INC..,6.92,11.14,7.01,7.03,6.89,11853
FREIGHTCAR AMERICA INC.,2.92,2.46,2.91,2.92,2.85,11831
PHOENIX MOTOR INC.,1.4,5.26,1.4,1.4,1.33,11813
STRAN & COMPANY INC.,1.58,3.27,1.53,1.63,1.53,11796
LEGACY HOUSING CORP.,24.19,2.37,23.78,24.23,23.65,11768
FORTE BIOSCIENCES INC.,0.5928,12.84,0.605,0.6145,0.581,11765
SENSEI BIOTHERAPEUTICS INC.,0.823,0.37,0.7791,0.84,0.76,11745
OAK WOODS ACQUISITION,10.6,0.0,10.6,10.6,10.6,11721
DRILLING TOOLS INTERNATIONAL,2.99,0.34,3.02,3.04,2.97,11690
CENTOGENE N.V.,1.15,0.88,1.14,1.24,1.14,11687
FIRST UNITED CORP.,22.5,11.06,22.57,22.74,21.81,11686
EDIBLE GARDEN AG INC.,0.4838,10.25,0.488,0.49,0.4755,11675
FIRST BUSINESS FINANCIAL SERVICES,35.71,12.88,36.82,36.82,35.45,11669
IDENTIV INC.,7.95,1.66,7.85,7.97,7.78,11653
BEL FUSE INC.,72.04,1.46,71.71,72.71,70.9,11628
RED VIOLET INC.,18.78,0.54,18.97,18.97,18.4,11541
COFFEE HOLDING CO. INC.,1.1,4.76,1.09,1.11,1.03,11515
NETSOL TECHNOLOGIES INC.,2.16,4.35,2.11,2.16,2.11,11345
ENSTAR GROUP LTD.,25.64,0.79,25.48,25.69,25.2,11329
ENERGEM CORP,11.56,10.34,11.57,11.57,11.56,11280
LEDDARTECH HOLDINGS INC.,3.78,0.27,3.73,3.89,3.57,11243
IRON HORSE ACQUISITIONS,10.11,0.1,10.11,10.11,10.11,11171
SOUTHERN FIRST BANCSHARES INC.,36.97,11.39,37.39,37.46,35.23,11155
NEXGEL INC,2.31,5.48,2.26,2.31,2.18,11152
KATAPULT HOLDINGS INC.,11.77,9.49,11.3,11.9,11.12,11151
MIDWESTONE FINANCIAL GROUP,24.99,12.0,25.7,25.7,24.39,11136
ASPIRA WOMEN S HEALTH INC.,5.27,12.41,5.36,5.45,5.07,11102
CLEVER LEAVES HLD.,2.9,11.54,2.6,2.94,2.6,11077
WINTRUST FINANCIAL,24.28,10.29,24.48,24.48,24.01,11057
RAMACO RESOURCES INC.,12.69,0.55,12.8,12.8,12.55,11015
BRILLIANT EARTH GROUP INC.,3.29,3.13,3.34,3.34,3.2,11009
SAVE FOODS INC.,1.58,13.66,1.61,1.69,1.58,11000
CHS,31.0,0.42,30.87,31.0,30.6,10960
IRADIMED CORP.,42.87,3.53,41.7,43.32,41.51,10921
QUOIN PHARMACEUTICALS,3.45,13.36,3.57,3.62,3.45,10906
HUDSON GLOBAL INC.,14.37,12.91,15.0,15.0,14.25,10893
SOCKET MOBILE INC.,1.12,0.0,1.14,1.14,1.12,10884
HEALTHCARE TRUST,15.98,0.38,16.1,16.3,15.71,10787
METROCITY BANKSHARES INC.,24.1,0.84,23.6,24.22,23.44,10764
RESEARCH SOLUTIONS INC,2.77,6.13,2.7,2.77,2.68,10688
DISTRIBUTION SOLUTIONS GROUP,32.86,2.94,32.2,32.92,32.16,10687
RMG ACQUISITION,10.06,13.64,10.3,10.3,10.03,10636
PLUS THERAPEUTICS INC.,2.0,10.5,2.01,2.05,1.98,10626
CODERE ONLINE LUXEMBOURG S.A.,4.22,13.65,4.39,4.4,4.15,10615
CYANOTECH CORP.,0.7714,10.1,0.7722,0.7727,0.7701,10605
CLEAN ENERGY TECHNOLOGIES INC.,0.85,11.16,0.8304,0.8512,0.82,10567
TAT TECHNOLOGIES,11.86,11.17,11.91,12.21,11.84,10531
CPS TECHNOLOGIES,2.4,0.42,2.37,2.45,2.36,10504
NSTS BANCORP INC.,9.52,0.0,9.68,9.7,9.52,10503
B. RILEY FINANCIAL,19.5,16.47,20.79,21.55,19.2,10495
FIRST GUARANTY BANCSHARES INC.,12.68,3.34,11.95,12.74,11.95,10450
THERAPEUTICSMD INC.,2.26,0.0,2.29,2.29,2.26,10439
LANDS END INC.,9.36,11.16,9.52,9.53,8.99,10436
FLEXSTEEL INDUSTRIES INC.,28.09,11.54,28.6,28.6,27.85,10433
SILVERCREST ASSET MANAGEMENT GROUP,16.55,10.78,16.63,16.76,16.38,10431
CIVISTA BANCSHARES INC.,16.76,11.93,17.26,17.26,16.56,10428
BIOAFFINITY TECHNOLOGIES INC.,1.54,11.91,1.57,1.61,1.54,10403
FARMMI INC.,1.08,11.82,1.1,1.12,1.07,10378
HOTH THERAPEUTICS INC.,1.33,12.21,1.32,1.37,1.32,10296
CHAMPIONS ONCOLOGY INC.,5.8,10.17,5.8,6.05,5.68,10279
ROYALTY MANAGEMENT HOLDING,1.26,14.55,1.32,1.36,1.23,10265
BROOKFIELD PROPERTY PARTNERS L.P. 6.25%,13.05,0.46,12.95,13.11,12.95,10238
B. RILEY FINANCIAL,18.62,0.81,18.29,18.66,18.18,10208
COLISEUM ACQUISITION,10.73,0.09,11.26,11.75,10.72,10199
REPUBLIC BANCORP INC.,51.29,0.2,51.08,52.0,49.99,10159
EASTSIDE DISTILLING INC.,1.07,13.6,1.09,1.09,1.05,10145
ZIONS BANCORP.,19.62,11.11,19.75,19.78,19.3,10140
ALZAMEND NEURO INC.,0.8712,1.3,0.9,0.9,0.86,10138
PAPAYA GROWTH OPPORTUNITY,10.84,0.0,10.84,10.85,10.83,10130
SLM CORP.,71.5,2.14,70.49,71.5,70.48,10126
EXAGEN INC.,2.13,10.93,2.14,2.25,2.0,10070
UNITED SECURITY BANCSHARES,8.12,0.87,8.08,8.12,7.86,10049
FORTUNE RISE ACQUISITION,10.95,0.0,11.01,11.01,10.95,10002
GLOBAL STAR ACQUISITION,0.101,0.0,0.101,0.101,0.101,10000
ESTRELLA IMMUNOPHARMA INC.,1.21,8.04,1.14,1.22,1.14,9999
FTAI AVIATION,24.9,10.32,25.02,25.33,24.9,9950
POWER & DIGITAL INFRASTRUCTURE ACQUISIT,10.82,0.0,10.81,10.82,10.81,9921
KALA BIO INC.,6.88,11.01,6.95,7.04,6.86,9920
HYWIN HOLDINGS,1.07,111.57,1.17,1.17,1.07,9808
ESSA BANCORP INC.,19.34,1.74,19.09,19.35,18.68,9803
EVOKE PHARMA INC.,0.6683,11.72,0.6553,0.72,0.65,9784
ENVOY MEDICAL INC.,1.2,3.45,1.23,1.34,1.19,9755
CRA INTERNATIONALINC.,107.41,0.16,106.94,107.78,106.49,9748
NORTHEAST BANK,53.63,12.19,55.01,56.0,53.14,9748
GLADSTONE COMMERCIAL,19.31,10.16,19.39,19.72,19.15,9737
SECURITY NATIONAL FINANCIAL,7.96,1.66,7.95,8.04,7.83,9720
ISPECIMEN INC.,0.4702,12.55,0.4825,0.495,0.4633,9682
FIRST GUARANTY BANCSHARES,20.19,0.4,20.25,20.25,20.11,9667
NUTRIBAND INC.,2.75,5.36,2.74,2.81,2.73,9659
MIDLAND STATES BANCORP,23.9,13.59,24.78,24.78,23.84,9621
CERVOMED INC.,8.15,12.28,8.73,8.73,8.06,9597
FIRST FINANCIAL NORTHWEST INC.,20.87,10.05,20.8,20.95,20.75,9570
ATLANTICUS HOLDINGS,22.22,2.73,21.67,22.56,21.49,9558
PINNACLE FINANCIAL PARTNERS,24.02,10.66,23.91,24.1,23.56,9553
NATURE WOOD GROUP,8.64,2.13,8.56,9.07,8.5,9509
SAI.TECH GLOBAL,0.824,14.95,0.8501,0.869,0.8236,9471
GARDEN STAGE LTD.,13.31,17.44,14.46,14.46,13.3,9467
INTELLICHECK INC.,1.74,1.75,1.71,1.77,1.71,9464
COMSCORE INC.,19.52,13.27,20.07,20.55,19.52,9432
ELUTIA INC.,3.68,1.94,3.67,3.7,3.57,9425
CPI CARD GROUP INC.,18.19,10.33,18.41,18.51,17.67,9413
CODORUS VALLEY BANCORP INC,23.29,11.19,23.41,23.56,23.02,9413
ROADZEN INC.,6.82,20.07,5.44,6.82,5.44,9374
SILO PHARMA INC.,1.57,1.29,1.51,1.57,1.5,9358
GENETRON HOLDINGS,3.8,0.53,3.77,3.8,3.77,9353
BARINTHUS BIOTHERAPEUTICS PLC ADS,2.71,11.45,2.78,2.87,2.67,9349
URBAN ONE INC. CLASS D,3.68,2.22,3.63,3.77,3.62,9341
JVSPAC ACQUISITION,10.14,0.0,10.15,10.15,10.14,9310
FANHUA INC. ADS,5.82,10.68,5.82,5.85,5.66,9292
CROWN CRAFTS INC.,5.19,10.76,5.25,5.25,5.19,9217
UTAH MEDICAL PRODUCTS INC.,78.45,10.96,79.21,79.41,78.05,9214
NOVONIX LTD.,1.46,0.0,1.46,1.52,1.46,9192
UTIME LTD.,0.201,0.5,0.21,0.21,0.2,9164
BANK FIRST CORP.,85.69,1.48,84.5,85.74,82.18,9142
SHARPLINK GAMING,1.23,0.0,1.18,1.26,1.16,9128
VICINITY MOTOR CORP.,0.88,3.44,0.85,0.88,0.85,9118
AVALON GLOBOCARE,0.4021,19.84,0.4147,0.45,0.402,9100
CEA INDUSTRIES INC.,0.5245,16.32,0.55,0.55,0.52,9046
EAGLE BANCORP MONTANA INC.,14.24,11.86,14.75,14.78,13.89,9039
KINETA INC.,2.53,11.94,2.64,2.64,2.5,9008
RYVYL INC.,4.13,1.47,4.06,4.26,3.95,9001
NVNI GROUP LTD.,2.61,0.38,2.55,2.7,2.55,8981
FIRST COMMUNITY,18.54,10.86,18.7,18.76,17.75,8961
MDB CAPITAL HOLDINGS LLC,11.05,11.95,11.54,11.86,11.0,8931
ESPORTS ENTERTAINMENT GROUP,1.73,11.14,1.84,1.84,1.63,8870
U.S. GOLDMINING INC.,6.04,12.27,6.18,6.18,6.0,8841
FORAFRIC GLOBAL PLC,10.6,1.53,10.45,10.6,10.4,8800
HEMPACCO CO. INC.,0.3399,2.04,0.3399,0.34,0.3331,8788
APPLIED UV,3.69,32.26,2.98,4.1,2.98,8782
OKYO PHARMA LTD.,1.49,0.68,1.54,1.54,1.42,8757
PARK-OHIO HOLDINGS,25.48,2.99,24.65,25.75,24.65,8736
SIMPPLE,5.95,11.49,6.03,6.1,5.9,8732
BASSETT FURNITURE INDUSTRIES,15.8,1.94,15.6,16.0,15.56,8727
EURODRY LTD.,20.75,11.14,21.04,21.04,20.3,8720
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.3,0.72,25.12,25.37,25.02,8651
ANTELOPE ENTERPRISE HLD.,1.55,13.73,1.61,1.72,1.55,8607
PHARMACYTE BIOTECH INC.,2.21,0.91,2.17,2.24,2.17,8554
WESBANCO,24.59,0.53,24.49,24.7,24.25,8549
MINERVA NEUROSCIENCES INC,8.65,2.37,8.48,8.77,8.43,8538
VIRGINIA NATIONAL BANKSHARES,32.91,10.3,33.4,33.4,32.5,8536
SYNCHRONOSS TECHNOLOGIES,19.79,0.2,19.95,19.97,19.67,8483
GULF RESOURCES INC.,1.22,1.67,1.23,1.26,1.21,8461
BROOKFIELD PROPERTY PARTNERS L.P. 6.50%,13.46,0.52,13.64,13.91,13.37,8378
NI HOLDINGS INC.,13.42,0.45,13.49,13.5,13.42,8374
VALUE LINE INC.,44.85,0.56,43.0,49.0,43.0,8342
EARGO INC.,2.65,1.15,2.64,2.66,2.61,8223
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,21.48,10.79,21.65,22.0,21.34,8073
SMITH-MIDLAND CORP.,39.83,2.52,39.19,40.27,37.92,8022
HURCO COMPANIES INC.,24.25,0.58,24.27,24.27,23.61,7906
BOWEN ACQUISITION CORP UNIT,10.43,0.0,10.44,10.44,10.43,7900
HEARTCORE ENTERPRISES INC.,0.517,10.25,0.525,0.525,0.4801,7813
LAMF GLOBAL VENTURES,10.97,0.0,10.96,10.97,10.93,7808
TAYLOR DEVICES INC.,31.4,1.95,30.99,31.91,30.91,7798
HAWTHORN BANCSHARES INC.,25.18,10.08,25.0,25.18,24.73,7709
CHEMUNG FINANCIAL CORP,45.84,11.46,46.21,46.76,44.7,7708
POP CULTURE GROUP CO. LTD,1.04,2.97,0.98,1.05,0.98,7693
SHAPEWAYS HOLDINGS INC.,1.93,4.32,1.95,1.95,1.85,7685
SOUTHERN STATES BANCSHARES,26.22,2.58,25.59,26.23,25.06,7677
GREAT ELM GROUP INC.,1.96,3.16,1.9,1.96,1.86,7674
AYTU BIOPHARMA INC.,2.67,12.2,2.66,2.7,2.66,7630
GREENLANE HOLDINGS INC.,0.4801,11.6,0.4854,0.5,0.47,7594
NATIONAL BANKSHARES INC.,30.68,14.9,31.04,31.17,30.1,7592
DIVERSIFIED HEALTHCARE TRUST 6.25% SEN,15.44,10.64,15.51,15.51,15.22,7562
OXBRIDGE RE HOLDINGS,1.0,0.0,1.01,1.1,1.0,7555
LIXTE BIOTECHNOLOGY HLD.,2.12,0.95,2.11,2.15,2.02,7546
HALL OF FAME RESORT & ENTERTAINMENT CO.,3.51,2.63,3.49,3.52,3.36,7523
THE CARLYLE GROUP,19.97,10.1,20.08,20.08,19.86,7520
XOMA CORP.,24.72,11.12,25.0,25.0,24.71,7513
VIVOPOWER INTERNATIONAL PLC,1.35,10.74,1.34,1.39,1.33,7474
GLOBAL LIGHTS ACQUISITION CORP UNIT,10.32,0.0,10.32,10.32,10.32,7465
MINGZHU LOGISTICS HLD.,0.4922,11.56,0.4977,0.5,0.4535,7433
BIOTRICITY INC.,0.9198,6.94,0.8601,0.9198,0.8601,7386
HANOVER BANCORP INC.,18.0,10.39,17.72,18.07,17.5,7375
RUSH ENTERPRISES INC.,48.92,3.49,48.7,48.92,47.92,7322
FEUTUNE LIGHT ACQUISITION,10.92,0.0,10.89,11.14,10.87,7299
LA ROSA HOLDINGS,1.71,11.16,1.53,1.75,1.52,7298
ALLIANCE ENTERTAINMENT HOLDING,1.4,3.7,1.3,1.46,1.3,7292
ZIONS BANCORP.,25.65,10.77,26.0,26.0,25.6,7267
INSTIL BIO INC.,11.75,10.42,11.91,11.91,11.54,7259
NANO LABS LTD ADS (NANO LABS LTD),1.35,8.0,1.35,1.53,1.35,7255
HARTE-HANKS INC.,7.74,0.0,7.66,7.75,7.53,7226
BIMI INTERNATIONAL MEDICAL,2.67,13.61,2.65,2.77,2.65,7168
LION GROUP HOLDING,0.98,13.92,1.02,1.02,0.97,7153
CLIMB GLOBAL SOLUTIONS INC.,57.7,4.49,56.18,57.75,56.0,7146
EIGER BIOPHARMACEUTICALS INC.,6.55,14.93,6.76,7.18,6.25,7145
CALLIDITAS THERAPEUTICS AB ADS,21.73,12.03,21.98,21.99,21.2,7137
VTV THERAPEUTICS INC.,8.34,10.83,8.07,8.59,8.07,7123
SILVER SPIKE INVESTMENT,7.73,0.52,7.68,7.91,7.66,7071
XORTX THERAPEUTICS INC.,2.34,11.68,2.56,2.56,2.34,7021
VIVANI MEDICAL INC.,1.04,2.97,1.03,1.06,1.02,7010
EPICQUEST EDUCATION GROUP INTERNATIONAL,1.96,8.89,1.84,1.97,1.71,7010
PEOPLES FINANCIAL SERVICES,42.67,12.38,43.66,43.95,42.05,7005
JE CLEANTECH HOLDINGS,0.65,2.06,0.68,0.6801,0.65,6986
CHECHE GROUP INC.,5.0,111.5,5.6,5.65,5.0,6967
NATURAL ALTERNATIVES INTERNATIONAL,6.14,11.13,6.21,6.21,5.96,6964
LAKELAND INDUSTRIES INC.,18.23,1.22,18.0,18.25,17.99,6928
PROJECT ENERGY REIMAGINED ACQUISITION,10.64,0.09,10.67,10.69,10.63,6914
CVD EQUIPMENT CORP.,5.03,1.21,4.86,5.15,4.86,6910
SONDER HOLDINGS INC.,2.63,1.54,2.63,2.7,2.59,6900
TAITRON COMPONENTS INC.,3.15,10.63,3.21,3.21,3.15,6881
PIONEER BANCORP INC.,9.84,0.92,9.8,9.96,9.76,6876
CYTEIR THERAPEUTICS INC.,3.11,0.32,3.08,3.13,3.08,6851
HIREQUEST INC.,13.12,11.35,13.57,13.57,13.1,6823
SWK HOLDINGS CORP.,17.23,10.4,17.58,17.75,17.23,6809
OXFORD SQUARE CAPITAL,23.93,0.0,24.39,24.39,23.93,6807
SEMPER PARATUS ACQUISITION,4.81,18.73,5.32,5.32,4.65,6803
ATA CREATIVITY GLOBAL ADS,1.1,0.92,1.1,1.1,1.04,6794
INNATE PHARMA S.A. ADS,2.64,11.49,2.63,2.65,2.62,6786
GLADSTONE INVESTMENT,25.53,0.31,25.45,25.53,25.27,6747
FIVE STAR BANCORP,24.0,0.71,23.88,24.57,23.57,6718
PB BANKSHARES INC.,13.01,13.27,13.45,13.45,13.01,6715
INVESTCORP CREDIT MANAGEMENT BDC,3.49,2.05,3.48,3.51,3.43,6706
ENTERPRISE BANCORP INC,28.73,1.09,28.86,29.15,28.5,6680
TRIUMPH FINANCIAL,22.1,11.25,22.21,22.22,21.97,6668
JANOVER INC.,1.33,4.72,1.32,1.35,1.28,6664
KERNEL GROUP HLD.,10.71,0.0,10.71,10.71,10.69,6644
ADDEX THERAPEUTICS LTD ADS,10.75,3.86,9.99,11.35,9.98,6592
JEFFS BRANDS LTD,3.29,12.08,3.41,3.41,3.11,6583
SOUNDTHINKING INC.,20.88,1.16,21.17,21.6,20.86,6576
MIDDLEFIELD BANC,27.12,2.73,26.53,27.12,26.47,6572
GRINDROD SHIPPING HLD.,8.91,11.87,9.1,9.1,8.91,6564
INTERACTIVE STRENGTH INC.,0.73,11.35,0.76,0.76,0.67,6541
TRINITY CAPITAL,25.33,0.88,25.15,25.35,25.15,6522
POPULAR,25.45,0.55,25.32,25.49,25.3,6505
HUDSON ACQUISITION I,10.88,0.0,10.88,10.88,10.87,6500
PREFORMED LINE PRODUCTS CO.,128.04,4.74,123.33,128.54,123.33,6464
XWELL INC.,1.55,4.03,1.5,1.61,1.46,6374
DIGITAL ALLY INC.,2.02,15.16,2.06,2.14,1.98,6334
SEMILEDS CORP.,1.25,13.1,1.29,1.36,1.25,6333
FGI INDUSTRIES,1.56,6.12,1.48,1.56,1.48,6315
IPOWER INC.,0.5303,16.72,0.5459,0.5565,0.53,6311
FARMERS & MERCHANTS BANCORP,22.03,12.52,22.65,22.65,21.77,6309
ONCOCYTE CORP.,2.93,15.48,3.1,3.1,2.87,6269
FINWARD BANCORP,24.26,0.46,24.16,24.75,23.5,6250
PRIORITY TECHNOLOGY HLD.,3.55,0.0,3.54,3.55,3.49,6244
PETVIVO HOLDINGS INC.,1.26,1.61,1.24,1.29,1.2,6174
ROCKY BRANDS INC.,28.3,1.14,27.9,28.33,27.57,6103
FITLIFE BRANDS INC.,22.0,11.03,22.25,22.25,21.32,6081
JERASH HOLDINGS (US) INC.,3.1,0.98,3.05,3.1,3.04,6080
NEWTEKONE,24.81,10.24,24.83,24.85,24.8,6049
QUADRO ACQUISITION ONE,10.93,0.0,10.99,11.01,10.93,6000
AI TRANSPORTATION ACQUISITION CORP RIGH,0.1475,3.51,0.1475,0.1475,0.1475,5961
PRIMECH HOLDINGS,1.91,1.6,2.05,2.05,1.84,5915
OMEGA FLEX INC.,70.87,1.59,70.17,70.87,70.0,5904
ENTERPRISE FINANCIAL SERVICES,17.89,1.59,17.79,17.93,17.37,5902
TECHPRECISION CORP.,3.8,0.0,3.85,3.93,3.8,5900
CUMBERLAND PHARMACEUTICALS,2.01,13.37,2.09,2.09,2.01,5880
PRENETICS GLOBAL,5.09,11.55,5.14,5.32,5.02,5878
NORTECH SYSTEMS INC.,10.69,1.81,10.5,10.69,10.5,5870
NATHAN S FAMOUS INC.,71.0,10.49,70.0,72.05,70.0,5844
SONNET BIOTHERAPEUTICS HLD.,1.45,10.68,1.48,1.48,1.45,5830
CREDIT SUISSE X-LINKS GOLD SHARES COVER,144.24,0.49,144.01,144.34,144.01,5816
NATIONAL WESTERN LIFE GROUP,483.62,10.08,483.7,484.49,483.62,5806
GREENE COUNTY BANCORP INC.,25.88,3.52,25.68,26.13,25.27,5790
CARECLOUD,6.3,10.79,6.43,6.52,5.93,5784
JANONE INC.,0.5631,5.59,0.57,0.5967,0.5525,5777
SYPRIS SOLUTIONS INC.,2.03,11.93,2.08,2.19,2.03,5775
NAVIENT CORP.,21.2,10.24,21.16,21.29,20.85,5712
ASTRONOVA INC.,17.88,1.42,17.58,18.0,17.58,5702
LANDOS BIOPHARMA INC.,5.39,0.0,5.46,5.46,5.08,5674
JAYUD GLOBAL LOGISTICS,0.8804,4.2,0.84,0.8804,0.84,5674
COLLPLANT BIOTECHNOLOGIES,5.49,0.18,5.34,5.63,5.34,5659
ACASTI PHARMA INC.,2.45,11.21,2.47,2.48,2.4,5641
AROGO CAPITAL ACQUISITION,10.8,0.0,10.83,10.83,10.8,5600
STAFFING 360 SOLUTIONS INC.,0.31,15.31,0.3274,0.3274,0.31,5599
VERICITY INC.,11.32,0.27,11.28,11.32,11.28,5554
180 DEGREE CAPITAL,4.04,1.0,4.01,4.05,4.01,5530
GLADSTONE CAPITAL,25.35,10.08,25.35,25.4,25.35,5527
RED RIVER BANCSHARES INC.,53.4,4.28,51.65,53.4,51.04,5506
ALTENERGY ACQUISITION,10.94,0.0,10.61,10.94,10.61,5493
HELIUS MEDICAL TECHNOLOGIES,6.69,0.45,6.61,6.85,6.5,5493
POWERUP ACQUISITION,10.91,0.0,10.91,10.91,10.91,5484
NEWTEKONE,23.66,0.81,23.61,23.85,23.61,5472
XBP EUROPE HOLDINGS INC.,2.35,3.98,2.42,2.44,2.27,5458
NORTHRIM BANCORP INC,50.83,0.59,50.69,50.89,48.7,5457
AMERICAN NATIONAL BANKSHARES,45.3,0.02,45.12,46.36,43.58,5456
BLOCKCHAIN COINVESTORS ACQUISITION,10.97,0.0,10.97,10.97,10.97,5451
BLEUACACIA LTD,10.74,0.0,10.75,10.75,10.74,5400
DOGNESS (INTERNATIONAL),3.57,0.0,3.57,3.63,3.3,5395
CHEETAH NET SUPPLY CHAIN SERVICE,1.28,3.23,1.18,1.3,1.18,5395
AIMEI HEALTH TECHNOLOGY CO. LTD UNIT,10.37,10.86,11.1,11.1,10.34,5390
STRATUS PROPERTIES INC.,23.07,0.3,23.9,23.9,23.07,5386
GOHEALTH INC.,12.33,4.4,11.75,12.46,11.5,5340
KOSS CORP.,2.89,1.4,2.96,2.96,2.86,5336
NEOVOLTA INC.,1.56,2.63,1.55,1.59,1.53,5300
ADIAL PHARMACEUTICALS INC,1.15,0.88,1.21,1.21,1.07,5299
ENERGY FOCUS INC.,1.32,12.22,1.3,1.39,1.3,5279
SCINAI IMMUNOTHERAPEUTICS,0.5,6.27,0.48,0.5,0.4606,5278
PAINREFORM,2.0,0.0,2.01,2.04,1.9,5276
OXFORD LANE CAPITAL,23.42,0.0,23.45,23.48,23.35,5248
TFF PHARMACEUTICALS INC.,5.23,13.33,5.47,5.47,5.22,5236
PSYCHEMEDICS CORP.,3.21,0.31,3.21,3.31,3.2,5200
FRP HOLDINGS INC.,60.1,3.44,57.97,60.88,57.97,5131
PRO-DEX INC.,21.66,0.65,21.56,21.99,21.56,5105
QUETTA ACQUISITION,10.27,10.1,10.35,10.39,10.27,5100
CYCLACEL PHARMACEUTICALS,20.05,13.98,20.65,22.2,18.8,5085
GREENIDGE GENERATION HLD.,8.84,3.63,8.99,8.99,8.53,5069
CAPITAL SOUTHWEST,25.59,0.04,25.58,25.6,25.4,5068
CBL INTERNATIONAL,1.34,13.6,1.41,1.42,1.34,5057
HEARTLAND FINANCIAL USA,25.19,0.92,24.95,25.19,24.49,5020
SECOO HOLDING LTD.,0.4007,14.6,0.4199,0.4199,0.3979,5002
OFS CREDIT CO.,22.9,0.04,22.9,22.9,22.9,5000
36KR HOLDINGS INC. ADS,0.5105,6.35,0.4828,0.53,0.4828,4960
HEALTHCARE TRUST,15.21,0.13,15.19,15.4,15.17,4936
BREEZE HLD.,11.74,0.77,11.8,11.8,11.6,4916
FIRST NORTHWEST BANCORP,14.35,11.31,14.41,14.84,14.1,4896
TARENA INTERNATIONAL INC. ADS,0.9271,0.0,1.0219,1.05,0.9271,4896
LIQTECH INTERNATIONAL INC.,3.29,1.23,3.22,3.35,3.22,4890
PEOPLES BANCORP OF NORTH CAROLINA,27.95,13.92,29.0,29.01,27.9,4869
EASTERN CO.,24.15,11.79,24.08,24.35,24.0,4839
SOPHIA GENETICS SA,4.66,1.53,4.53,4.74,4.52,4831
OXFORD LANE CAPITAL,24.04,0.17,23.97,24.08,23.97,4771
NEW YORK MORTGAGE TRUST,21.67,0.18,21.77,21.77,21.61,4760
ELBIT SYSTEMS,209.13,1.13,205.97,209.13,205.18,4735
WHEELER REAL ESTATE INVESTMENT TRUST,1.41,12.08,1.36,1.41,1.27,4734
ALSET INC.,1.25,0.81,1.29,1.29,1.24,4697
VALNEVA SE ADS,8.22,0.86,7.93,8.82,7.93,4690
OCEANFIRST FINANCIAL,24.55,0.0,24.51,24.6,24.23,4656
PREDICTIVE ONCOLOGY INC.,3.13,1.95,3.13,3.15,3.03,4630
IDEAL POWER INC.,7.31,0.83,7.35,7.57,7.06,4613
GOLDEN STAR ACQUISITION,10.62,0.0,10.64,10.64,10.62,4611
UNITED HOMES GROUP INC,7.85,4.39,7.71,7.85,7.5,4602
